id,scrapedrecipeguid,name,modelledname
13421,9070f722-6c33-4c48-8bed-1b18ba3c231a,1 large stick lemongrass,NULL
13422,9070f722-6c33-4c48-8bed-1b18ba3c231a,"4 lime leaves, optional",NULL
13423,9070f722-6c33-4c48-8bed-1b18ba3c231a,250g sugar,NULL
13424,f9a9f57c-ade6-4ced-80e2-4fa74be2f1ca,1 tbsp olive oil,NULL
13425,f9a9f57c-ade6-4ced-80e2-4fa74be2f1ca,340g pack chipolatas,NULL
13426,f9a9f57c-ade6-4ced-80e2-4fa74be2f1ca,6 eggs,NULL
13427,f9a9f57c-ade6-4ced-80e2-4fa74be2f1ca,"2 slices bread, about 50g, torn into small pieces",NULL
13428,f9a9f57c-ade6-4ced-80e2-4fa74be2f1ca,"bunch spring onions, thinly sliced",NULL
13429,f9a9f57c-ade6-4ced-80e2-4fa74be2f1ca,"2 garlic cloves, finely chopped",NULL
13430,ad6d6949-905d-4134-8d4d-1b090aac47b8,250g pack of rice noodles,NULL
13431,ad6d6949-905d-4134-8d4d-1b090aac47b8,4 tbsp soy sauce,NULL
13432,ad6d6949-905d-4134-8d4d-1b090aac47b8,juice of 1 lime,NULL
13433,ad6d6949-905d-4134-8d4d-1b090aac47b8,"knob of ginger, peeled and grated",NULL
13434,ad6d6949-905d-4134-8d4d-1b090aac47b8,2 tbsp olive oil,NULL
13435,ad6d6949-905d-4134-8d4d-1b090aac47b8,"200g sliced roasted beef, from the deli counter",NULL
13436,ad6d6949-905d-4134-8d4d-1b090aac47b8,"1 red pepper, deseeded and sliced",NULL
13437,ad6d6949-905d-4134-8d4d-1b090aac47b8,"&#189; cucumber, sliced",NULL
13438,ad6d6949-905d-4134-8d4d-1b090aac47b8,"handful coriander leaves, chopped",NULL
13439,c7816c91-d899-40c1-9658-6cefd2b764dd,450g smoked cod or smoked haddock (undyed),NULL
13440,c7816c91-d899-40c1-9658-6cefd2b764dd,1 bay leaf,NULL
13441,c7816c91-d899-40c1-9658-6cefd2b764dd,2 tbsp light olive oil,NULL
13442,c7816c91-d899-40c1-9658-6cefd2b764dd,50g butter,NULL
13443,c7816c91-d899-40c1-9658-6cefd2b764dd,"2 onion, finely chopped",NULL
13444,c7816c91-d899-40c1-9658-6cefd2b764dd,"2 leek, halved lengthways and thinly sliced",NULL
13445,c7816c91-d899-40c1-9658-6cefd2b764dd,"3 celery sticks, thinly sliced",NULL
13446,c7816c91-d899-40c1-9658-6cefd2b764dd,"sweetcorn kernels from 1 corn-on-the-cob, or 140g/5oz frozen sweetcorn",NULL
13447,c7816c91-d899-40c1-9658-6cefd2b764dd,"900g potato, peeled and diced",NULL
13448,c7816c91-d899-40c1-9658-6cefd2b764dd,"3 garlic clove, crushed with 1 tsp sea salt",NULL
13449,c7816c91-d899-40c1-9658-6cefd2b764dd,2 tsp chopped fresh thyme or &#189; tsp dried thyme,NULL
13450,c7816c91-d899-40c1-9658-6cefd2b764dd,600ml milk,NULL
13451,c7816c91-d899-40c1-9658-6cefd2b764dd,"chopped fresh parsley, for sprinkling",NULL
13452,e89d466a-cc36-426c-bdb6-8bde59269c0f,"100g spring onion, cut into rings",NULL
13453,e89d466a-cc36-426c-bdb6-8bde59269c0f,150ml/&#188; pint full-fat milk,NULL
13454,e89d466a-cc36-426c-bdb6-8bde59269c0f,"900g mashing potato, such as King Edward or Maris Piper",NULL
13455,e89d466a-cc36-426c-bdb6-8bde59269c0f,85-100g/3-4oz butter,NULL
13456,e89d466a-cc36-426c-bdb6-8bde59269c0f,"extra butter, for serving",NULL
13457,df1fb3e5-cdea-4f7e-b859-8febc1b444e1,cucumber,NULL
13458,df1fb3e5-cdea-4f7e-b859-8febc1b444e1,rice wine vinegar,NULL
13459,fa851df3-9a0d-4967-a8e2-504d574ceecf,1 tbsp olive oil,NULL
13460,fa851df3-9a0d-4967-a8e2-504d574ceecf,375g packet diced (uncooked) chicken breast,NULL
13461,fa851df3-9a0d-4967-a8e2-504d574ceecf,1 red pepper,NULL
13462,fa851df3-9a0d-4967-a8e2-504d574ceecf,half a bunch of spring onions &#8211; about 6,NULL
13463,fa851df3-9a0d-4967-a8e2-504d574ceecf,half a 250g packet of rice noodles,NULL
13464,fa851df3-9a0d-4967-a8e2-504d574ceecf,&#189; tsp red chilli spice blend (chopped fresh chilli in a tube) or a small pinch of crushed chillies (from a jar),NULL
13465,fa851df3-9a0d-4967-a8e2-504d574ceecf,"3 tbsp soy sauce, preferably dark",NULL
13466,fa851df3-9a0d-4967-a8e2-504d574ceecf,1 tbsp clear honey,NULL
13467,fa851df3-9a0d-4967-a8e2-504d574ceecf,5 Savoy cabbage leaves,NULL
13468,fa851df3-9a0d-4967-a8e2-504d574ceecf,"a small handful of fresh coriander, about half a pack",NULL
13469,a73c54be-58ac-4069-b3ff-3494e75b81c9,50g mayonnaise,NULL
13470,a73c54be-58ac-4069-b3ff-3494e75b81c9,1 egg,NULL
13471,a73c54be-58ac-4069-b3ff-3494e75b81c9,&#189; tbsp Old Bay seasoning (optional),NULL
13472,a73c54be-58ac-4069-b3ff-3494e75b81c9,1 tbsp Dijon mustard,NULL
13473,a73c54be-58ac-4069-b3ff-3494e75b81c9,1 tsp Worcestershire sauce,NULL
13474,a73c54be-58ac-4069-b3ff-3494e75b81c9,juice 1&#189; lemons,NULL
13475,a73c54be-58ac-4069-b3ff-3494e75b81c9,handful chopped parsley,NULL
13476,a73c54be-58ac-4069-b3ff-3494e75b81c9,500g white crabmeat,NULL
13477,a73c54be-58ac-4069-b3ff-3494e75b81c9,50g breadcrumbs (look out for crispy Japanese-style Panko ones),NULL
13478,a73c54be-58ac-4069-b3ff-3494e75b81c9,5 tbsp olive oil,NULL
13479,a73c54be-58ac-4069-b3ff-3494e75b81c9,350ml white wine,NULL
13480,a73c54be-58ac-4069-b3ff-3494e75b81c9,"3 shallot, diced",NULL
13481,a73c54be-58ac-4069-b3ff-3494e75b81c9,1 sprig thyme,NULL
13482,a73c54be-58ac-4069-b3ff-3494e75b81c9,1 bay leaf,NULL
13483,a73c54be-58ac-4069-b3ff-3494e75b81c9,3 tbsp extra-thick double cream,NULL
13484,a73c54be-58ac-4069-b3ff-3494e75b81c9,"300g butter, cut into small cubes",NULL
13485,a73c54be-58ac-4069-b3ff-3494e75b81c9,juice 1 lemon,NULL
13486,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,"175g dark chocolate, broken into pieces",NULL
13487,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,"100g unsalted butter, room temperature",NULL
13488,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,100g golden caster sugar,NULL
13489,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,"2 egg plus 1 yolk, lightly beaten",NULL
13490,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,85g ground toasted hazelnut,NULL
13491,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,25g plain flour,NULL
13492,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,2 tbsp strong espresso coffee,NULL
13493,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,175g plain flour,NULL
13494,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,&#189; tsp baking powder,NULL
13495,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,50g cocoa powder,NULL
13496,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,50g icing sugar,NULL
13497,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,"140g unsalted butter, diced",NULL
13498,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,3 egg yolks,NULL
13499,df6ce0a3-ff51-4119-acc4-ea50ee6f2f98,"cr&#232;me fra&#238;che or whipping cream, to serve",NULL
13500,6428f98f-9da0-4146-8219-d5c2393d4561,18-23cm fruit cake covered with marzipan and ready-to-roll white icing,NULL
13501,6428f98f-9da0-4146-8219-d5c2393d4561,1 blood or regular orange,NULL
13502,6428f98f-9da0-4146-8219-d5c2393d4561,"icing sugar, to dust",NULL
13503,6428f98f-9da0-4146-8219-d5c2393d4561,1 egg white,NULL
13504,6428f98f-9da0-4146-8219-d5c2393d4561,50g caster sugar,NULL
13505,6428f98f-9da0-4146-8219-d5c2393d4561,1 bunch rosemary,NULL
13506,6428f98f-9da0-4146-8219-d5c2393d4561,1 quantity thick royal icing,NULL
13507,6428f98f-9da0-4146-8219-d5c2393d4561,star anise,NULL
13508,6428f98f-9da0-4146-8219-d5c2393d4561,"cinnamon sticks, gold dragees, gold candles and a wide gold ribbon",NULL
13509,71ca6be4-d345-4447-b0e9-274f5da833be,300g golden caster sugar,NULL
13510,71ca6be4-d345-4447-b0e9-274f5da833be,200ml hot water,NULL
13511,71ca6be4-d345-4447-b0e9-274f5da833be,about 175g panettone,NULL
13512,71ca6be4-d345-4447-b0e9-274f5da833be,"about 50g unsalted butter, softened",NULL
13513,71ca6be4-d345-4447-b0e9-274f5da833be,50g golden caster sugar,NULL
13514,71ca6be4-d345-4447-b0e9-274f5da833be,"6 large egg, well beaten",NULL
13515,71ca6be4-d345-4447-b0e9-274f5da833be,400ml whole milk,NULL
13516,71ca6be4-d345-4447-b0e9-274f5da833be,"284ml carton double cream, plus more double cream to serve",NULL
13517,b9f617d6-30bd-4178-bfc0-3c32443fcfd9,6 baking potato,NULL
13518,b9f617d6-30bd-4178-bfc0-3c32443fcfd9,5 tbsp olive oil,NULL
13519,b9f617d6-30bd-4178-bfc0-3c32443fcfd9,284ml tub soured cream,NULL
13520,b9f617d6-30bd-4178-bfc0-3c32443fcfd9,3 tbsp creamed horseradish,NULL
13521,b9f617d6-30bd-4178-bfc0-3c32443fcfd9,4 tbsp snipped fresh chives,NULL
13522,b9f617d6-30bd-4178-bfc0-3c32443fcfd9,"a few chive stems, to garnish",NULL
13523,f3d53efc-0435-4dfa-957c-a0e6e130fa53,"390g can chickpeas, drained and rinsed",NULL
13524,f3d53efc-0435-4dfa-957c-a0e6e130fa53,"1 garlic clove, crushed",NULL
13525,f3d53efc-0435-4dfa-957c-a0e6e130fa53,4 tbsp extra-virgin olive oil,NULL
13526,f3d53efc-0435-4dfa-957c-a0e6e130fa53,squeeze lemon juice,NULL
13527,f3d53efc-0435-4dfa-957c-a0e6e130fa53,"2 roasted, deseeded red pepper, chopped (from a jar is fine)",NULL
13528,f3d53efc-0435-4dfa-957c-a0e6e130fa53,small handful chopped fresh coriander,NULL
13529,f3d53efc-0435-4dfa-957c-a0e6e130fa53,"toasted pitta bread, to serve",NULL
13530,bb79bfae-dc99-4134-8566-2391056705ec,4 large heads of white chicory,NULL
13531,bb79bfae-dc99-4134-8566-2391056705ec,4 tbsp olive oil,NULL
13532,bb79bfae-dc99-4134-8566-2391056705ec,6 bay leaf,NULL
13533,bb79bfae-dc99-4134-8566-2391056705ec,6 thyme sprigs,NULL
13534,bb79bfae-dc99-4134-8566-2391056705ec,12 peeled whole garlic cloves,NULL
13535,bb79bfae-dc99-4134-8566-2391056705ec,6 slices dry-cured back bacon,NULL
13536,bb79bfae-dc99-4134-8566-2391056705ec,serve straight from the oven with hunks of wholemeal bread,NULL
13537,cd5a6040-56df-47bc-9144-73af481a1f71,410g tin mixed beans in chilli sauce,NULL
13538,cd5a6040-56df-47bc-9144-73af481a1f71,"handful cherry tomatoes, halved",NULL
13539,cd5a6040-56df-47bc-9144-73af481a1f71,4 tortilla wraps,NULL
13540,cd5a6040-56df-47bc-9144-73af481a1f71,2 handfuls grated mature cheddar,NULL
13541,cd5a6040-56df-47bc-9144-73af481a1f71,"ready-made guacamole, to serve",NULL
13542,4d973a2a-cfda-4dac-948d-4467d9ac9575,"500g boneless, skinless chicken breasts",NULL
13543,4d973a2a-cfda-4dac-948d-4467d9ac9575,4 tbsp chopped coriander,NULL
13544,4d973a2a-cfda-4dac-948d-4467d9ac9575,1 tsp coarsely ground black peppercorns,NULL
13545,4d973a2a-cfda-4dac-948d-4467d9ac9575,"2 lime, juice only",NULL
13546,4d973a2a-cfda-4dac-948d-4467d9ac9575,1 tsp light muscovado sugar,NULL
13547,4d973a2a-cfda-4dac-948d-4467d9ac9575,"2 garlic clove, crushed",NULL
13548,4d973a2a-cfda-4dac-948d-4467d9ac9575,1 tbsp vegetable oil,NULL
13549,4d973a2a-cfda-4dac-948d-4467d9ac9575,125ml rice vinegar,NULL
13550,4d973a2a-cfda-4dac-948d-4467d9ac9575,2 tbsp sugar,NULL
13551,4d973a2a-cfda-4dac-948d-4467d9ac9575,"1 red chilli, deseeded and finely chopped",NULL
13552,4d973a2a-cfda-4dac-948d-4467d9ac9575,"1 shallot, thinly sliced",NULL
13553,4d973a2a-cfda-4dac-948d-4467d9ac9575,1 cucumber,NULL
13554,b80b5ab7-fab7-46a1-955d-552e102fd577,400g can rinsed and drained chickpeas,NULL
13555,b80b5ab7-fab7-46a1-955d-552e102fd577,1 tbsp tahini paste,NULL
13556,b80b5ab7-fab7-46a1-955d-552e102fd577,2 crushed garlic cloves,NULL
13557,b80b5ab7-fab7-46a1-955d-552e102fd577,juice of 1 lemon,NULL
13558,b80b5ab7-fab7-46a1-955d-552e102fd577,4 tbsp olive oil,NULL
13559,b80b5ab7-fab7-46a1-955d-552e102fd577,1 tbsp just-boiled water,NULL
13560,b80b5ab7-fab7-46a1-955d-552e102fd577,1 tsp Marmite,NULL
13561,b80b5ab7-fab7-46a1-955d-552e102fd577,"sticks of carrot, cucumber, pepper and sesame flat breads to serve (see below)",NULL
13562,b80b5ab7-fab7-46a1-955d-552e102fd577,200g self-raising flour,NULL
13563,b80b5ab7-fab7-46a1-955d-552e102fd577,2 tbsp sesame seeds,NULL
13564,b80b5ab7-fab7-46a1-955d-552e102fd577,a pinch of salt,NULL
13565,b80b5ab7-fab7-46a1-955d-552e102fd577,a grind of black pepper,NULL
13566,8f5877fa-bc4f-4e0e-aea1-d8b3aba10a02,"1&#188;kg small waxy potato, such as Charlotte or Anya",NULL
13567,8f5877fa-bc4f-4e0e-aea1-d8b3aba10a02,2 tbsp olive oil,NULL
13568,8f5877fa-bc4f-4e0e-aea1-d8b3aba10a02,"3 large onions, finely sliced",NULL
13569,8f5877fa-bc4f-4e0e-aea1-d8b3aba10a02,"4 sprigs thyme, chopped",NULL
13570,8f5877fa-bc4f-4e0e-aea1-d8b3aba10a02,85g melted butter,NULL
13571,d4760b6e-af69-401f-ae29-1ea792428788,6 x 250g pkts unsalted butter,NULL
13572,d4760b6e-af69-401f-ae29-1ea792428788,2 tsp hot chilli powder (or use &#188;-&#189; tsp pure chilli powder - cayenne),NULL
13573,d4760b6e-af69-401f-ae29-1ea792428788,950g fresh (well picked over) or frozen (thawed) white crabmeat,NULL
13574,d4760b6e-af69-401f-ae29-1ea792428788,6 tbsp finely chopped fresh chive,NULL
13575,d4760b6e-af69-401f-ae29-1ea792428788,6 tbsp finely chopped flatleaf parsley,NULL
13576,d4760b6e-af69-401f-ae29-1ea792428788,juice of 2 lemons and zest of one good pinch of freshly grated nutmeg,NULL
13577,d4760b6e-af69-401f-ae29-1ea792428788,1 white medium sliced loaf of bread,NULL
13578,d4760b6e-af69-401f-ae29-1ea792428788,"2 lemon for garnish, cut into 20 wedges",NULL
13579,918210ee-6f9e-4d87-9f09-8eb075f6af94,small knob of butter,NULL
13580,918210ee-6f9e-4d87-9f09-8eb075f6af94,"1 chicken, weighing about 2kg/4lb 8oz",NULL
13581,918210ee-6f9e-4d87-9f09-8eb075f6af94,"4 rashers smoked streaky bacon, chopped",NULL
13582,918210ee-6f9e-4d87-9f09-8eb075f6af94,"1 onion, finely chopped",NULL
13583,918210ee-6f9e-4d87-9f09-8eb075f6af94,"2 carrot, diced",NULL
13584,918210ee-6f9e-4d87-9f09-8eb075f6af94,sprig thyme,NULL
13585,918210ee-6f9e-4d87-9f09-8eb075f6af94,"2 celery hearts, quartered",NULL
13586,918210ee-6f9e-4d87-9f09-8eb075f6af94,150ml dry cider (we used Merrydown),NULL
13587,918210ee-6f9e-4d87-9f09-8eb075f6af94,300ml chicken stock,NULL
13588,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,"1 whole sea bass (about 1.4kg/3lb), gutted and cleaned",NULL
13589,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,"3 lemongrass stalks, cut diagonally into 2&#189; cm pieces",NULL
13590,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,"2 small chilli, halved",NULL
13591,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,"2 garlic clove, halved",NULL
13592,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,"3cm piece fresh ginger, peeled and cut into thin strips",NULL
13593,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,1 tsp runny honey,NULL
13594,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,2 tbsp olive oil,NULL
13595,d1cd3953-74ed-4b90-8615-6ce5fe6617fb,2 lime,NULL
13596,abc3ee91-b948-4977-ada4-688a426dbf5f,300g vegetarian Stilton,NULL
13597,abc3ee91-b948-4977-ada4-688a426dbf5f,100g softened butter,NULL
13598,abc3ee91-b948-4977-ada4-688a426dbf5f,40g chopped walnut,NULL
13599,abc3ee91-b948-4977-ada4-688a426dbf5f,"25g dried apricot, chopped",NULL
13600,1e12c1c1-dedf-45fc-bc2b-d9ddd47081f4,"4 fillets sole or plaice, skin-on (about 140g/5oz each)",NULL
13601,1e12c1c1-dedf-45fc-bc2b-d9ddd47081f4,6 tbsp plain flour,NULL
13602,1e12c1c1-dedf-45fc-bc2b-d9ddd47081f4,3 tbsp light olive oil or sunflower oil,NULL
13603,1e12c1c1-dedf-45fc-bc2b-d9ddd47081f4,"85g butter, ideally unsalted",NULL
13604,1e12c1c1-dedf-45fc-bc2b-d9ddd47081f4,"1 lemon, juice only",NULL
13605,1e12c1c1-dedf-45fc-bc2b-d9ddd47081f4,2 tbsp small caper (optional),NULL
13606,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,"120g dark chocolate, 70% cocoa solids",NULL
13607,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,"5 egg, separated",NULL
13608,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,"200g butter, softened, plus extra for greasing",NULL
13609,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,220g caster sugar,NULL
13610,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,"90g plain flour, sifted, plus extra for dusting",NULL
13611,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,284ml pot double cream,NULL
13612,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,200g pot half-fat cr&#232;me fra&#238;che,NULL
13613,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,"2 lime or 1 lemon, grated zest only",NULL
13614,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,150g dark chocolate,NULL
13615,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,142ml pot double cream,NULL
13616,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,"25g grated chocolate, to serve",NULL
13617,bfe51c1c-4810-47fa-a824-2d6aabd1a6c0,"about 100g chocolate shaved into curls, to serve",NULL
13618,25ce8459-0b97-4f31-9abe-d16333a5a423,50g unsalted butter,NULL
13619,25ce8459-0b97-4f31-9abe-d16333a5a423,"2 shallot, finely chopped",NULL
13620,25ce8459-0b97-4f31-9abe-d16333a5a423,"1 leek, finely chopped",NULL
13621,25ce8459-0b97-4f31-9abe-d16333a5a423,"2 garlic clove, crushed",NULL
13622,25ce8459-0b97-4f31-9abe-d16333a5a423,"100g chestnut mushroom, finely chopped",NULL
13623,25ce8459-0b97-4f31-9abe-d16333a5a423,"100g shiitake mushroom, finely chopped",NULL
13624,25ce8459-0b97-4f31-9abe-d16333a5a423,2 tsp wholegrain mustard,NULL
13625,25ce8459-0b97-4f31-9abe-d16333a5a423,2 tbsp cr&#232;me fra&#238;che,NULL
13626,25ce8459-0b97-4f31-9abe-d16333a5a423,"3 tbsp chopped fresh tarragon, plus extra to garnish",NULL
13627,25ce8459-0b97-4f31-9abe-d16333a5a423,"1 French stick ; extra vigin olive oil; mixed salad leaves, to serve",NULL
13628,166c7bc2-a4e5-4296-be4c-c04533497c11,"20cm fruitcake, see Goes well with",NULL
13629,166c7bc2-a4e5-4296-be4c-c04533497c11,"23 or 25cm round, thick cake board",NULL
13630,166c7bc2-a4e5-4296-be4c-c04533497c11,"5 tbsp apricot jam, warmed and sieved",NULL
13631,166c7bc2-a4e5-4296-be4c-c04533497c11,500g natural marzipan,NULL
13632,166c7bc2-a4e5-4296-be4c-c04533497c11,100g white ready-to-roll icing,NULL
13633,166c7bc2-a4e5-4296-be4c-c04533497c11,100g white ready-to-roll icing,NULL
13634,166c7bc2-a4e5-4296-be4c-c04533497c11,1 egg white,NULL
13635,166c7bc2-a4e5-4296-be4c-c04533497c11,200g icing sugar,NULL
13636,166c7bc2-a4e5-4296-be4c-c04533497c11,green food colouring,NULL
13637,166c7bc2-a4e5-4296-be4c-c04533497c11,"6 gingerbread trees, see link below",NULL
13638,166c7bc2-a4e5-4296-be4c-c04533497c11,"small black writing icing tube (Supercook, available from tesco)",NULL
13639,166c7bc2-a4e5-4296-be4c-c04533497c11,"small orange sweet, such as a Tic-Tac or an orange hundred and thousand, for the nose",NULL
13640,166c7bc2-a4e5-4296-be4c-c04533497c11,30cm thin coloured ribbon,NULL
13641,166c7bc2-a4e5-4296-be4c-c04533497c11,1m x 1&#189;cm ribbon for the base,NULL
13642,a720df04-fc4d-4e83-882c-e46e2cd8efcf,1 batch uncooked Hot toddy fruitcake mix (see link below),NULL
13643,a720df04-fc4d-4e83-882c-e46e2cd8efcf,20cm thin cake board (optional),NULL
13644,a720df04-fc4d-4e83-882c-e46e2cd8efcf,approx 65cm length wide ribbon,NULL
13645,a720df04-fc4d-4e83-882c-e46e2cd8efcf,50g butter,NULL
13646,a720df04-fc4d-4e83-882c-e46e2cd8efcf,50g golden syrup,NULL
13647,a720df04-fc4d-4e83-882c-e46e2cd8efcf,2 tbsp large unsalted cashew nuts,NULL
13648,a720df04-fc4d-4e83-882c-e46e2cd8efcf,3 tbsp whole blanched almonds,NULL
13649,a720df04-fc4d-4e83-882c-e46e2cd8efcf,5 tbsp shelled pistachio,NULL
13650,a720df04-fc4d-4e83-882c-e46e2cd8efcf,25g Brazil nut,NULL
13651,a720df04-fc4d-4e83-882c-e46e2cd8efcf,85ml glac&#233; cherry,NULL
13652,a720df04-fc4d-4e83-882c-e46e2cd8efcf,50g dried cranberries,NULL
13653,a720df04-fc4d-4e83-882c-e46e2cd8efcf,2 tbsp pumpkin seed,NULL
13654,d71b1b0e-d575-4561-8e64-60a267ca56ad,1 mango,NULL
13655,d71b1b0e-d575-4561-8e64-60a267ca56ad,2 big scoops mango sorbet,NULL
13656,d71b1b0e-d575-4561-8e64-60a267ca56ad,150g carton natural yogurt,NULL
13657,d71b1b0e-d575-4561-8e64-60a267ca56ad,a little milk,NULL
13658,d71b1b0e-d575-4561-8e64-60a267ca56ad,"chopped pistachios, to serve",NULL
13659,d71b1b0e-d575-4561-8e64-60a267ca56ad,"mint sprigs, to serve",NULL
13660,41856756-cf34-4a9f-a265-cb3bfa0a0ba7,454g pack of frozen peas,NULL
13661,41856756-cf34-4a9f-a265-cb3bfa0a0ba7,"85g bag watercress, roughly torn",NULL
13662,41856756-cf34-4a9f-a265-cb3bfa0a0ba7,850g vegetable stock,NULL
13663,41856756-cf34-4a9f-a265-cb3bfa0a0ba7,juice and zest of 1 lemon,NULL
13664,41856756-cf34-4a9f-a265-cb3bfa0a0ba7,4 tbsp natural yogurt,NULL
13665,41856756-cf34-4a9f-a265-cb3bfa0a0ba7,ice cubes to serve,NULL
13666,45025069-1448-436d-b6d9-573cfde3b00c,"1 country-style loaf, such as Pan Rustico",NULL
13667,45025069-1448-436d-b6d9-573cfde3b00c,4 tbsp olive oil,NULL
13668,45025069-1448-436d-b6d9-573cfde3b00c,1 tbsp white wine vinegar,NULL
13669,45025069-1448-436d-b6d9-573cfde3b00c,"2 garlic cloves, chopped",NULL
13670,45025069-1448-436d-b6d9-573cfde3b00c,500g ripe vine tomatoes,NULL
13671,45025069-1448-436d-b6d9-573cfde3b00c,1 tbsp capers,NULL
13672,45025069-1448-436d-b6d9-573cfde3b00c,2-3 tbsp chopped stoned black olives,NULL
13673,45025069-1448-436d-b6d9-573cfde3b00c,8-10 anchovies (leave these out for a vegetarian version),NULL
13674,45025069-1448-436d-b6d9-573cfde3b00c,handful of basil leaves,NULL
13675,9e5206d7-595f-46ad-be90-5555f29b0554,2 large pitta bread,NULL
13676,9e5206d7-595f-46ad-be90-5555f29b0554,"400g can mixed beans, drained and rinsed",NULL
13677,9e5206d7-595f-46ad-be90-5555f29b0554,"1 avocado, sliced or chopped",NULL
13678,9e5206d7-595f-46ad-be90-5555f29b0554,"4 large tomato, deseeded and chopped",NULL
13679,9e5206d7-595f-46ad-be90-5555f29b0554,"&#189; bunch spring onions, sliced",NULL
13680,9e5206d7-595f-46ad-be90-5555f29b0554,"1 red chilli, chopped",NULL
13681,9e5206d7-595f-46ad-be90-5555f29b0554,"400g can tuna in water, drained",NULL
13682,9e5206d7-595f-46ad-be90-5555f29b0554,"3 tbsp French dressing, homemade or bought",NULL
13683,18d745a1-0158-4014-b739-3912a04558bc,300g basmati rice,NULL
13684,18d745a1-0158-4014-b739-3912a04558bc,100g unsalted butter,NULL
13685,18d745a1-0158-4014-b739-3912a04558bc,2 tbsp olive oil,NULL
13686,18d745a1-0158-4014-b739-3912a04558bc,1 tbsp hot curry paste (Madras),NULL
13687,18d745a1-0158-4014-b739-3912a04558bc,"1 small red onion, finely chopped",NULL
13688,18d745a1-0158-4014-b739-3912a04558bc,"225g hot smoked salmon, cut into chunks or flaked",NULL
13689,18d745a1-0158-4014-b739-3912a04558bc,"4 hard-boiled egg, shelled then roughly chopped",NULL
13690,18d745a1-0158-4014-b739-3912a04558bc,"4 spring onion, cut into 3cm lengths and finely shredded",NULL
13691,18d745a1-0158-4014-b739-3912a04558bc,juice of 1 lime,NULL
13692,18d745a1-0158-4014-b739-3912a04558bc,2 tbsp each chopped fresh coriander and flatleaf parsley,NULL
13693,c734d95f-4faf-4955-adbb-f7223fc0186d,2 tbsp green pesto,NULL
13694,c734d95f-4faf-4955-adbb-f7223fc0186d,finely grated zest 1 lemon,NULL
13695,c734d95f-4faf-4955-adbb-f7223fc0186d,"10 green olive, pitted and roughly chopped",NULL
13696,c734d95f-4faf-4955-adbb-f7223fc0186d,85g fresh breadcrumb,NULL
13697,c734d95f-4faf-4955-adbb-f7223fc0186d,"4 white fish fillets, such as cod or haddock",NULL
13698,0be65e45-bcfd-426e-818e-0b40658684c0,"all the innards, wings and bones from the ducks",NULL
13699,0be65e45-bcfd-426e-818e-0b40658684c0,100ml marsala,NULL
13700,0be65e45-bcfd-426e-818e-0b40658684c0,"1 medium onion, peeled and chopped",NULL
13701,0be65e45-bcfd-426e-818e-0b40658684c0,"1 large leek, trimmed, washed and chopped",NULL
13702,0be65e45-bcfd-426e-818e-0b40658684c0,"1 bay leaf, fresh or dried",NULL
